date,sport,home_team,away_team,bet_type,pick,bookmaker,odds,confidence,stake,result,profit,line
2026-03-17,basketball_nba,Orlando Magic,Oklahoma City Thunder,spread,Orlando Magic,BetMGM,-105,3/5,100,Pending,0.0,9.5
2026-03-17,basketball_nba,New York Knicks,Indiana Pacers,spread,Indiana Pacers,FanDuel,-110,3/5,100,Pending,0.0,14.5
2026-03-17,basketball_nba,New York Knicks,Indiana Pacers,spread,New York Knicks,FanDuel,-110,3/5,100,Pending,0.0,-14.5
2026-03-17,basketball_nba,New York Knicks,Indiana Pacers,spread,Indiana Pacers,MyBookie.ag,-110,3/5,100,Pending,0.0,15.0
2026-03-17,basketball_nba,New York Knicks,Indiana Pacers,spread,New York Knicks,MyBookie.ag,-110,3/5,100,Pending,0.0,-15.0
2026-03-17,basketball_nba,New York Knicks,Indiana Pacers,spread,Indiana Pacers,DraftKings,-115,3/5,100,Pending,0.0,15.5
2026-03-17,basketball_nba,New York Knicks,Indiana Pacers,spread,New York Knicks,DraftKings,-105,3/5,100,Pending,0.0,-15.5
2026-03-17,basketball_nba,New York Knicks,Indiana Pacers,spread,Indiana Pacers,BetRivers,-110,3/5,100,Pending,0.0,14.0
2026-03-17,basketball_nba,New York Knicks,Indiana Pacers,spread,New York Knicks,BetRivers,-113,3/5,100,Pending,0.0,-14.0
2026-03-17,basketball_nba,New York Knicks,Indiana Pacers,spread,Indiana Pacers,LowVig.ag,-103,3/5,100,Pending,0.0,14.5
2026-03-17,basketball_nba,New York Knicks,Indiana Pacers,spread,New York Knicks,LowVig.ag,-109,3/5,100,Pending,0.0,-14.5
2026-03-17,basketball_nba,New York Knicks,Indiana Pacers,spread,Indiana Pacers,BetOnline.ag,-102,3/5,100,Pending,0.0,14.5
2026-03-17,basketball_nba,New York Knicks,Indiana Pacers,spread,New York Knicks,BetOnline.ag,-118,3/5,100,Pending,0.0,-14.5
2026-03-17,basketball_nba,New York Knicks,Indiana Pacers,spread,Indiana Pacers,BetUS,-110,3/5,100,Pending,0.0,15.0
2026-03-17,basketball_nba,New York Knicks,Indiana Pacers,spread,New York Knicks,BetUS,-110,3/5,100,Pending,0.0,-15.0
2026-03-17,basketball_nba,New York Knicks,Indiana Pacers,spread,Indiana Pacers,BetMGM,-115,3/5,100,Pending,0.0,15.5
2026-03-17,basketball_nba,New York Knicks,Indiana Pacers,spread,New York Knicks,BetMGM,-105,3/5,100,Pending,0.0,-15.5
2026-03-17,basketball_nba,New York Knicks,Indiana Pacers,spread,Indiana Pacers,Bovada,-115,3/5,100,Pending,0.0,15.0
2026-03-17,basketball_nba,New York Knicks,Indiana Pacers,spread,New York Knicks,Bovada,-105,3/5,100,Pending,0.0,-15.0
2026-03-17,basketball_nba,Milwaukee Bucks,Cleveland Cavaliers,spread,Cleveland Cavaliers,FanDuel,-112,3/5,100,Pending,0.0,-10.0
2026-03-17,basketball_nba,Milwaukee Bucks,Cleveland Cavaliers,spread,Milwaukee Bucks,FanDuel,-108,3/5,100,Pending,0.0,10.0
2026-03-17,basketball_nba,Milwaukee Bucks,Cleveland Cavaliers,spread,Cleveland Cavaliers,DraftKings,-108,3/5,100,Pending,0.0,-10.5
2026-03-17,basketball_nba,Milwaukee Bucks,Cleveland Cavaliers,spread,Milwaukee Bucks,DraftKings,-112,3/5,100,Pending,0.0,10.5
2026-03-17,basketball_nba,Milwaukee Bucks,Cleveland Cavaliers,spread,Cleveland Cavaliers,BetRivers,-115,3/5,100,Pending,0.0,-10.0
2026-03-17,basketball_nba,Milwaukee Bucks,Cleveland Cavaliers,spread,Milwaukee Bucks,BetRivers,-108,3/5,100,Pending,0.0,10.0
2026-03-17,basketball_nba,Milwaukee Bucks,Cleveland Cavaliers,spread,Cleveland Cavaliers,LowVig.ag,-109,3/5,100,Pending,0.0,-10.5
2026-03-17,basketball_nba,Milwaukee Bucks,Cleveland Cavaliers,spread,Milwaukee Bucks,LowVig.ag,-103,3/5,100,Pending,0.0,10.5
2026-03-17,basketball_nba,Milwaukee Bucks,Cleveland Cavaliers,spread,Cleveland Cavaliers,BetOnline.ag,-113,3/5,100,Pending,0.0,-10.5
2026-03-17,basketball_nba,Milwaukee Bucks,Cleveland Cavaliers,spread,Milwaukee Bucks,BetOnline.ag,-107,3/5,100,Pending,0.0,10.5
2026-03-17,basketball_nba,Milwaukee Bucks,Cleveland Cavaliers,spread,Cleveland Cavaliers,BetUS,-110,3/5,100,Pending,0.0,-10.5
2026-03-17,basketball_nba,Milwaukee Bucks,Cleveland Cavaliers,spread,Milwaukee Bucks,BetUS,-110,3/5,100,Pending,0.0,10.5
2026-03-17,basketball_nba,Milwaukee Bucks,Cleveland Cavaliers,spread,Cleveland Cavaliers,BetMGM,-110,3/5,100,Pending,0.0,-10.5
2026-03-17,basketball_nba,Milwaukee Bucks,Cleveland Cavaliers,spread,Milwaukee Bucks,BetMGM,-110,3/5,100,Pending,0.0,10.5
2026-03-17,basketball_nba,Milwaukee Bucks,Cleveland Cavaliers,spread,Cleveland Cavaliers,Bovada,-115,3/5,100,Pending,0.0,-10.0
2026-03-17,basketball_nba,Milwaukee Bucks,Cleveland Cavaliers,spread,Milwaukee Bucks,Bovada,-105,3/5,100,Pending,0.0,10.0
2026-03-17,basketball_nba,Milwaukee Bucks,Cleveland Cavaliers,spread,Cleveland Cavaliers,MyBookie.ag,-110,3/5,100,Pending,0.0,-10.0
2026-03-17,basketball_nba,Milwaukee Bucks,Cleveland Cavaliers,spread,Milwaukee Bucks,MyBookie.ag,-110,3/5,100,Pending,0.0,10.0
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,spread,Minnesota Timberwolves,FanDuel,-110,3/5,100,Pending,0.0,-3.5
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,spread,Phoenix Suns,FanDuel,-110,3/5,100,Pending,0.0,3.5
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,spread,Minnesota Timberwolves,BetUS,-110,3/5,100,Pending,0.0,-3.5
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,spread,Phoenix Suns,BetUS,-110,3/5,100,Pending,0.0,3.5
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,spread,Minnesota Timberwolves,LowVig.ag,-106,3/5,100,Pending,0.0,-3.5
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,spread,Phoenix Suns,LowVig.ag,-106,3/5,100,Pending,0.0,3.5
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,spread,Minnesota Timberwolves,BetOnline.ag,-110,3/5,100,Pending,0.0,-3.5
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,spread,Phoenix Suns,BetOnline.ag,-110,3/5,100,Pending,0.0,3.5
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,spread,Minnesota Timberwolves,DraftKings,-102,3/5,100,Pending,0.0,-3.5
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,spread,Phoenix Suns,DraftKings,-118,3/5,100,Pending,0.0,3.5
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,spread,Minnesota Timberwolves,BetRivers,-112,3/5,100,Pending,0.0,-3.5
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,spread,Phoenix Suns,BetRivers,-112,3/5,100,Pending,0.0,3.5
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,spread,Minnesota Timberwolves,BetMGM,-110,3/5,100,Pending,0.0,-3.5
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,spread,Phoenix Suns,BetMGM,-110,3/5,100,Pending,0.0,3.5
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,spread,Minnesota Timberwolves,MyBookie.ag,-110,3/5,100,Pending,0.0,-3.5
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,spread,Phoenix Suns,MyBookie.ag,-110,3/5,100,Pending,0.0,3.5
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,spread,Minnesota Timberwolves,Bovada,-115,3/5,100,Pending,0.0,-3.5
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,spread,Phoenix Suns,Bovada,-105,3/5,100,Pending,0.0,3.5
2026-03-17,basketball_nba,Denver Nuggets,Philadelphia 76ers,spread,Denver Nuggets,FanDuel,-110,3/5,100,Pending,0.0,-15.5
2026-03-17,basketball_nba,Denver Nuggets,Philadelphia 76ers,spread,Philadelphia 76ers,FanDuel,-110,3/5,100,Pending,0.0,15.5
2026-03-17,basketball_nba,Denver Nuggets,Philadelphia 76ers,spread,Denver Nuggets,DraftKings,-108,3/5,100,Pending,0.0,-15.5
2026-03-17,basketball_nba,Denver Nuggets,Philadelphia 76ers,spread,Philadelphia 76ers,DraftKings,-112,3/5,100,Pending,0.0,15.5
2026-03-17,basketball_nba,Denver Nuggets,Philadelphia 76ers,spread,Denver Nuggets,LowVig.ag,-106,3/5,100,Pending,0.0,-15.5
2026-03-17,basketball_nba,Denver Nuggets,Philadelphia 76ers,spread,Philadelphia 76ers,LowVig.ag,-106,3/5,100,Pending,0.0,15.5
2026-03-17,basketball_nba,Denver Nuggets,Philadelphia 76ers,spread,Denver Nuggets,BetOnline.ag,-110,3/5,100,Pending,0.0,-15.5
2026-03-17,basketball_nba,Denver Nuggets,Philadelphia 76ers,spread,Philadelphia 76ers,BetOnline.ag,-110,3/5,100,Pending,0.0,15.5
2026-03-17,basketball_nba,Denver Nuggets,Philadelphia 76ers,spread,Denver Nuggets,BetRivers,-110,3/5,100,Pending,0.0,-15.5
2026-03-17,basketball_nba,Denver Nuggets,Philadelphia 76ers,spread,Philadelphia 76ers,BetRivers,-113,3/5,100,Pending,0.0,15.5
2026-03-17,basketball_nba,Denver Nuggets,Philadelphia 76ers,spread,Denver Nuggets,BetUS,-110,3/5,100,Pending,0.0,-15.5
2026-03-17,basketball_nba,Denver Nuggets,Philadelphia 76ers,spread,Philadelphia 76ers,BetUS,-110,3/5,100,Pending,0.0,15.5
2026-03-17,basketball_nba,Denver Nuggets,Philadelphia 76ers,spread,Denver Nuggets,BetMGM,-110,3/5,100,Pending,0.0,-15.5
2026-03-17,basketball_nba,Denver Nuggets,Philadelphia 76ers,spread,Philadelphia 76ers,BetMGM,-110,3/5,100,Pending,0.0,15.5
2026-03-17,basketball_nba,Denver Nuggets,Philadelphia 76ers,spread,Denver Nuggets,Bovada,-110,3/5,100,Pending,0.0,-15.0
2026-03-17,basketball_nba,Denver Nuggets,Philadelphia 76ers,spread,Philadelphia 76ers,Bovada,-110,3/5,100,Pending,0.0,15.0
2026-03-17,basketball_nba,Denver Nuggets,Philadelphia 76ers,spread,Denver Nuggets,MyBookie.ag,-110,3/5,100,Pending,0.0,-15.5
2026-03-17,basketball_nba,Denver Nuggets,Philadelphia 76ers,spread,Philadelphia 76ers,MyBookie.ag,-110,3/5,100,Pending,0.0,15.5
2026-03-17,basketball_nba,Sacramento Kings,San Antonio Spurs,spread,Sacramento Kings,FanDuel,-110,3/5,100,Pending,0.0,13.5
2026-03-17,basketball_nba,Sacramento Kings,San Antonio Spurs,spread,San Antonio Spurs,FanDuel,-110,3/5,100,Pending,0.0,-13.5
2026-03-17,basketball_nba,Sacramento Kings,San Antonio Spurs,spread,Sacramento Kings,BetOnline.ag,-110,3/5,100,Pending,0.0,13.5
2026-03-17,basketball_nba,Sacramento Kings,San Antonio Spurs,spread,San Antonio Spurs,BetOnline.ag,-110,3/5,100,Pending,0.0,-13.5
2026-03-17,basketball_nba,Sacramento Kings,San Antonio Spurs,spread,Sacramento Kings,LowVig.ag,-106,3/5,100,Pending,0.0,13.5
2026-03-17,basketball_nba,Sacramento Kings,San Antonio Spurs,spread,San Antonio Spurs,LowVig.ag,-106,3/5,100,Pending,0.0,-13.5
2026-03-17,basketball_nba,Sacramento Kings,San Antonio Spurs,spread,Sacramento Kings,BetUS,-110,3/5,100,Pending,0.0,13.5
2026-03-17,basketball_nba,Sacramento Kings,San Antonio Spurs,spread,San Antonio Spurs,BetUS,-110,3/5,100,Pending,0.0,-13.5
2026-03-17,basketball_nba,Sacramento Kings,San Antonio Spurs,spread,Sacramento Kings,DraftKings,-112,3/5,100,Pending,0.0,13.5
2026-03-17,basketball_nba,Sacramento Kings,San Antonio Spurs,spread,San Antonio Spurs,DraftKings,-108,3/5,100,Pending,0.0,-13.5
2026-03-17,basketball_nba,Sacramento Kings,San Antonio Spurs,spread,Sacramento Kings,BetMGM,-110,3/5,100,Pending,0.0,13.5
2026-03-17,basketball_nba,Sacramento Kings,San Antonio Spurs,spread,San Antonio Spurs,BetMGM,-110,3/5,100,Pending,0.0,-13.5
2026-03-17,basketball_nba,Sacramento Kings,San Antonio Spurs,spread,Sacramento Kings,MyBookie.ag,-110,3/5,100,Pending,0.0,13.0
2026-03-17,basketball_nba,Sacramento Kings,San Antonio Spurs,spread,San Antonio Spurs,MyBookie.ag,-110,3/5,100,Pending,0.0,-13.0
2026-03-17,basketball_nba,Sacramento Kings,San Antonio Spurs,spread,Sacramento Kings,BetRivers,-112,3/5,100,Pending,0.0,13.5
2026-03-17,basketball_nba,Sacramento Kings,San Antonio Spurs,spread,San Antonio Spurs,BetRivers,-112,3/5,100,Pending,0.0,-13.5
2026-03-17,basketball_nba,Sacramento Kings,San Antonio Spurs,spread,Sacramento Kings,Bovada,-110,3/5,100,Pending,0.0,13.5
2026-03-17,basketball_nba,Sacramento Kings,San Antonio Spurs,spread,San Antonio Spurs,Bovada,-110,3/5,100,Pending,0.0,-13.5
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,spread,Boston Bruins,BetRivers,-190,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,spread,Montréal Canadiens,BetRivers,145,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,spread,Boston Bruins,FanDuel,-188,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,spread,Montréal Canadiens,FanDuel,148,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,spread,Boston Bruins,DraftKings,-185,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,spread,Montréal Canadiens,DraftKings,154,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,spread,Boston Bruins,BetMGM,-175,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,spread,Montréal Canadiens,BetMGM,145,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,spread,Boston Bruins,Bovada,-180,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,spread,Montréal Canadiens,Bovada,155,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,spread,Boston Bruins,MyBookie.ag,-188,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,spread,Montréal Canadiens,MyBookie.ag,151,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,spread,Boston Bruins,LowVig.ag,-177,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,spread,Montréal Canadiens,LowVig.ag,155,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,spread,Boston Bruins,BetOnline.ag,-177,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,spread,Montréal Canadiens,BetOnline.ag,155,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,spread,Boston Bruins,BetUS,-175,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,spread,Montréal Canadiens,BetUS,152,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,spread,Carolina Hurricanes,BetRivers,175,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,spread,Columbus Blue Jackets,BetRivers,-230,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,spread,Carolina Hurricanes,FanDuel,176,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,spread,Columbus Blue Jackets,FanDuel,-220,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,spread,Carolina Hurricanes,DraftKings,180,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,spread,Columbus Blue Jackets,DraftKings,-218,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,spread,Carolina Hurricanes,BetMGM,170,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,spread,Columbus Blue Jackets,BetMGM,-210,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,spread,Carolina Hurricanes,BetOnline.ag,182,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,spread,Columbus Blue Jackets,BetOnline.ag,-213,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,spread,Carolina Hurricanes,LowVig.ag,182,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,spread,Columbus Blue Jackets,LowVig.ag,-213,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,spread,Carolina Hurricanes,BetUS,184,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,spread,Columbus Blue Jackets,BetUS,-215,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,spread,Carolina Hurricanes,Bovada,180,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,spread,Columbus Blue Jackets,Bovada,-220,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,spread,Carolina Hurricanes,MyBookie.ag,176,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,spread,Columbus Blue Jackets,MyBookie.ag,-220,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,spread,New York Islanders,BetRivers,175,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,spread,Toronto Maple Leafs,BetRivers,-230,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,spread,New York Islanders,FanDuel,164,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,spread,Toronto Maple Leafs,FanDuel,-205,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,spread,New York Islanders,DraftKings,180,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,spread,Toronto Maple Leafs,DraftKings,-218,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,spread,New York Islanders,BetMGM,165,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,spread,Toronto Maple Leafs,BetMGM,-200,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,spread,New York Islanders,BetOnline.ag,177,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,spread,Toronto Maple Leafs,BetOnline.ag,-205,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,spread,New York Islanders,LowVig.ag,177,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,spread,Toronto Maple Leafs,LowVig.ag,-205,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,spread,New York Islanders,BetUS,188,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,spread,Toronto Maple Leafs,BetUS,-220,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,spread,New York Islanders,Bovada,180,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,spread,Toronto Maple Leafs,Bovada,-220,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,spread,New York Islanders,MyBookie.ag,174,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,spread,Toronto Maple Leafs,MyBookie.ag,-218,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,spread,Chicago Blackhawks,BetRivers,-167,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,spread,Minnesota Wild,BetRivers,133,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,spread,Chicago Blackhawks,FanDuel,-178,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,spread,Minnesota Wild,FanDuel,144,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,spread,Chicago Blackhawks,DraftKings,-170,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,spread,Minnesota Wild,DraftKings,142,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,spread,Chicago Blackhawks,BetMGM,-160,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,spread,Minnesota Wild,BetMGM,135,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,spread,Chicago Blackhawks,LowVig.ag,-168,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,spread,Minnesota Wild,LowVig.ag,148,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,spread,Chicago Blackhawks,BetOnline.ag,-168,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,spread,Minnesota Wild,BetOnline.ag,148,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,spread,Chicago Blackhawks,BetUS,-165,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,spread,Minnesota Wild,BetUS,144,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,spread,Chicago Blackhawks,Bovada,-172,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,spread,Minnesota Wild,Bovada,147,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,spread,Chicago Blackhawks,MyBookie.ag,-172,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,spread,Minnesota Wild,MyBookie.ag,140,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Winnipeg Jets,Nashville Predators,spread,Nashville Predators,BetRivers,-225,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Winnipeg Jets,Nashville Predators,spread,Winnipeg Jets,BetRivers,170,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Winnipeg Jets,Nashville Predators,spread,Nashville Predators,FanDuel,-225,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Winnipeg Jets,Nashville Predators,spread,Winnipeg Jets,FanDuel,180,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Winnipeg Jets,Nashville Predators,spread,Nashville Predators,DraftKings,-230,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Winnipeg Jets,Nashville Predators,spread,Winnipeg Jets,DraftKings,190,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Winnipeg Jets,Nashville Predators,spread,Nashville Predators,BetMGM,-220,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Winnipeg Jets,Nashville Predators,spread,Winnipeg Jets,BetMGM,180,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Winnipeg Jets,Nashville Predators,spread,Nashville Predators,LowVig.ag,-223,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Winnipeg Jets,Nashville Predators,spread,Winnipeg Jets,LowVig.ag,188,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Winnipeg Jets,Nashville Predators,spread,Nashville Predators,BetOnline.ag,-223,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Winnipeg Jets,Nashville Predators,spread,Winnipeg Jets,BetOnline.ag,188,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Winnipeg Jets,Nashville Predators,spread,Nashville Predators,BetUS,-225,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Winnipeg Jets,Nashville Predators,spread,Winnipeg Jets,BetUS,192,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Winnipeg Jets,Nashville Predators,spread,Nashville Predators,Bovada,-225,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Winnipeg Jets,Nashville Predators,spread,Winnipeg Jets,Bovada,185,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Winnipeg Jets,Nashville Predators,spread,Nashville Predators,MyBookie.ag,-226,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Winnipeg Jets,Nashville Predators,spread,Winnipeg Jets,MyBookie.ag,181,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Edmonton Oilers,San Jose Sharks,spread,Edmonton Oilers,BetRivers,132,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Edmonton Oilers,San Jose Sharks,spread,San Jose Sharks,BetRivers,-167,3/5,100,Pending,0.0,1.5
2026-03-17,icehockey_nhl,Edmonton Oilers,San Jose Sharks,spread,Edmonton Oilers,FanDuel,138,3/5,100,Pending,0.0,-1.5
2026-03-17,icehockey_nhl,Edmonton Oilers,San Jose Sharks,spread,San Jose Sharks,FanDuel,-170,3/5,100,Pending,0.0,1.5
